등록번호,청구기호,소장/대여,제목,분야,유형,연도,판형,면수,부수,종이,인쇄 및 후가공,제본,ISBN/ISSN,저자/작가,기획자/편집자,사진가/일러스트레이터,디자이너,발행처,발행일,후원,원본경로
1421,30 A 007,O,3355: 2024 단국대학교 디자인학부 커뮤니케이션전공 제35회 졸업작품집,디자인,도록,2024,182×257,524,220,씨리오 펄; 아레나,오프셋 인쇄; 별색 인쇄; 표지에 UV 출력,PUR 제본,,,,,,단국대학교 디자인학부 커뮤니케이션디자인전공,2024.10.31.,산돌,00/2024년 10월작업진행/단국대학교-단국대학교 3355 도록20241008
1422,,,MIXED TYPE: 2025 단국대학교 디자인학부 커뮤니케이션디자인전공 제36회 졸업작품집,디자인,도록,2025,182×257,420,300,이노본느; 코로나도,오프셋 인쇄; 표지에 코팅,PUR 제본,,,,,박주영; 김채린,단국대학교 디자인학부 커뮤니케이션디자인전공,2025.10.31.,오늘폰트; 삼원특수지,00/2025년 10월작업진행/단국대학교-커뮤니케이션디자인과 도록20251015
1423,,,2017 단국대학교 패션산업디자인과 졸업패션쇼,디자인,도록,2017,220×300,200,200,판타지; 아트지,오프셋 인쇄,무선 제본; 날개,,,김현주; 이희춘; 장성은; 강혜승; 노승완; 최수아,,브렌드 디렉터스,단국대학교 패션산업디자인과,,,010개인작업자/브렌드 디렉터스/브렌드디렉터스-단국대학교졸전20171019
1424,,,2019 동양대학교 디자인학부 졸업전시회,디자인,도록,2019,150×220,240,,,,,,,,,oass:i,동양대학교 디자인학부,2019.10.17.,동양대학교 학생 식당; 동양대학교 디자인학부 학생회,012대학모음/동양대학교-2019 졸전도록20191213
1425,,,땅따먹기: 부산대학교 디자인학과 시각디자인전공 41회 졸업작품집,디자인,도록,2025,170×245,308,100,디프매트; 모조지,오프셋 인쇄,노출 사철 제본,,,지해인; 노현아; 진종경,,지해인,부산대학교 디자인학과 시각디자인전공,2025.10.17.,산돌구름; 릭스폰트; 윤디자인,00/2025년 10월작업진행/부산대학교-디자인학과 시각디자인전공20251020
1426,,,METAGREEN,디자인,도록,2020,190×257,296,300,CCP; 아티젠,오프셋 인쇄; 별색 인쇄; 표지에 코팅,사철 무선 제본,,,,,김상아; 방인하; 최예진,서울과학기술대학교 시각디자인학과,2020.12.,서울과학기술대학교 조형대학; 서울과학기술대학교 시각디자인학과; 무림페이퍼,012대학모음/서울과학기술대학교 /서울과학기술대학교 -시각디자인졸업전 도록20201208
1427,,,서울시립대학교 산업디자인학과 시각디자인전공 졸업전시회,디자인,도록,2016,236×326,132,,골든캐스크; 탑코트매트,,,,고보관; 권영찬; 김새롬; 김예빛나; 김준석; 김지용; 류지건; 박재민; 반선형; 서해민; 연중호; 윤재연; 이소연; 이주현; 장희원; 정상은; 정유나; 정혜정; 지다현; 최송하; 황다현,권영찬; 고보관; 김새롬; 김지용; 류지건; 서해민; 연중호; 이소연; 정유나; 황다현,제이안스튜디오,권영찬,서울시립대학교,2016.11.17.,서울시립대학교; 두성종이,권영찬/권영찬-시립대졸전도록201061114
1428,,,2025 서울시립대학교 시각디자인전공 졸업전시 작품집,디자인,도록,2025,170×240,220,270,아라벨; 문켄 폴라,오프셋 인쇄; 별색 인쇄,무선 제본; 날개,,,,황보나현,,서울시립대학교 시각디자인전공,,채희준 폰트,00/2025년 12월작업진행/서울시립대학교-시각디자인전공졸전도록20251204
1429,30 A 008,O,"칙, 하고 타다닥!: 제50회 서울예술대학교 시각디자인전공 졸업전시회",디자인,도록,2026,165×215,240,100,랑데뷰; 매직칼라,오프셋 인쇄; 별색 인쇄; 표지에 코팅,사철 제본; 각양장; 헤드밴드; 가름끈,,이도현 등 다수,서울예술대학교 졸업전시 준비위원회,,서울예술대학교 졸업전시 준비위원회,서울예술대학교 시각디자인전공,2026.01.16.,,00/2026년  01월작업진행/서울예대-2026졸전도록20260119
1430,30 A 009,O,2024 이화여자대학교 디자인학부 졸업전시 **타닥타닥**,디자인,도록,2025,135×175,416,600,E-보드; 비비칼라; 그린라이트,오프셋 인쇄; 별색 인쇄; 표지에 실크스크린; 배면 인쇄,노출 사철 제본,,,,지예안,윤주향; 이율리,이화여자대학교 디자인학부 졸업전시위원회,2025.03.10.,전주페이퍼,00/2025년 02월작업진행/타임리스 (윤주항)-이대 디자인학부 졸전도록20250210/0211 수정(최종)
1431,,,2018 홍익대학교 미술대학 섬유미술 패션디자인과 졸업전시회,디자인,도록,2018,168×257,288,250,문켄 폴라; 스펙트라; 문켄 크리스털,오프셋 인쇄; 별색 인쇄,무선 제본,,,,,이소현; 박유빈,홍익대학교 미술대학 섬유미술 패션디자인과,2018.10.29.,,01거래처/YINYANG(박유빈)/vca(박유빈)-홍대2019졸전도록20181019
1432,30 A 010,O,Merry Finale!: 2024 홍익대학교 시각디자인과 졸업주간,디자인,도록,2025,210×280,384,650,칼라플랜; 모조지,오프셋 인쇄; 배면 인쇄; 자켓에 UV 출력,PUR 제본; 자켓,,,정상운,한예은; 최주혁,정상운; 김나연; 박주원,홍익대학교 시각디자인과,2025.02.28.,산돌구름; 윤디자인,00/2025년 02월작업진행/홍익대학교-시각디자인 2024졸전도록20250203
1433,30 A 011,O,타이포잔치 2015: 4회 국제 타이포그래피 비엔날레,디자인,도록,2015,143×226,448,500,바르니; 메탈보드팩 플러스,오프셋 인쇄; 자켓에 코팅; 자켓에 박; 표지에 박,사철 제본; 각양장; 헤드밴드; 가름끈,978-89-7059-837-6,김경선,박활성,김진솔; 싸우나스튜디오,워크룸,안그라픽스,2015.12.01.,네이버; 두성종이; 일본국제교류기금 서울문화센터,02워크룸1층/2016/타이포잔치재인쇄20160105
1434,30 A 012,O,타이포잔치 2017: 5회 국제 타이포그래피 비엔날레,디자인,도록,2017,143×225,632,700,스모; 슈퍼콘트라스트; 씨알룩스; 젠틀페이스; 탑코트매트,오프셋 인쇄; 표지에 박; 표지에 톰슨; 배면 인쇄,사철 제본; 각양장; 헤드밴드; 가름끈,978-89-7059-933-5,,유재원,김진솔,정준기,안그라픽스,2017.12.25.,,010개인작업자/안그라픽스/안그라픽스2017타이포잔치20171219
1435,30 A 013,O,타이포잔치 2019: 6회 국제 타이포그래피 비엔날레,디자인,도록,2019,142×224,528,1000,수플레; 바르니; 그문드 컬러매트,오프셋 인쇄; 별색 인쇄; 표지에 형압,사철 제본; 각양장; 스티커,979-11-89321-28-4,진달래; 박우혁; 박찬신; 김어진; 용세라; 이윤호; 김강인; 노은유; 함민주,,박기수,유명상,한국공예·디자인문화진흥원,2019.12.30.,네이버; 월간 디자인; 디자인프레스; 두성종이; 서울특별시; whatreallymatters; CA BOOKS; 일본국제교류기금 서울문화센터; 직지소프트; 네오룩,유명상/유명상-타이포잔치도록20200110
1436,30 A 014,김은재,서베이 2021 디자인 툴즈,디자인,도록,2021,148×210,320,,,오프셋 인쇄; 표지에 박,,,,whatreallymatters; rebel9,,송민호,whatreallymatters,2021.12.31.,,01거래처/whatreallymatters(송민호)-서베이20220121
1437,30 A 015,이민규V,"디자인 책 — 이 책, 그 책, 저 책",디자인,도록,2023,182×257,208,400,티엠보스; 미스틱; 아트지; 전주페이퍼,오프셋 인쇄; 표지에 박,무선 제본,,,whatreallymatters,,물질과 비물질,whatreallymatters,2023.01.31.,,01거래처/김종소리/김종소리-디자인책이그저20230519
1438,,,Burn Baby Burn,디자인; 미술,도록,2021,174×240,92,200,KC; 랑데뷰; 트레이싱지; 매직칼라,오프셋 인쇄; 표지에 박; 표지에 형압,사철 제본; 각양장,979-11-88803-23-1,잭슨홍; 현시원,,김상태,김은정,찬다프레스,2021.06.09.,일우스페이스,01거래처/찬다프레스/찬다프레스-소각장20211227
1439,,,한울 16.0,디자인,도록,2017,148×210,172,,,,,,,,,김재하,한울 16.0,2017.04.,,북극섬(김재하)/김재하-한울 도록(PUR)20170420
1440,,,조립식: 레이어 세트 플레이,디자인,도록,2015,210×297,16,100,아트지; 모조지; 로얄아이보리,오프셋 인쇄; 표지에 코팅,중철 제본,,소목장세미,이세미,박수환,워크룸,,,,03워크룸2층/2015/12명필름 조립식 전시 도록 100세트
1441,,,전염과 면역,디자인,도록,2021,170×240,74,70,PET; 뉴에이프릴브라이드,오프셋 인쇄; 별색 인쇄; 표지에 실크스크린,낱장 인쇄물; 중철 제본; 케이스,,강승연; 권기영; 김다영; 김미리내; 김득환; 김새롬; 김재하; 김한솔; 나하나; 민병걸; 박지은; 박채희; 고석만; 정사록; 심대기; 안마노; 안병학; 윤선영; 윤충근; 인현진; 최민준; 전성재; 정미정; 정재연; 정영훈; 제임스 채; 조중현; 진달래&박우혁; 채병록; 크리스 로; 팡팡팡그래픽실험실; 한경희; 한만오; 한서현; 허민재,김한솔,박지은,박채희,,2021.12.23.,두성종이; 더블디,박채희/박채희-전염과 면역20210127
1442,,,PRESSURA,디자인,도록,2023,130×180,48,150,모조지,오프셋 인쇄,중철 제본,,심승연,심승연,,김승환,,,,리모트(김승환)/김승환-PRESSURA_Catalogue20230911
1443,,,2020 International Fashion Art Biennale in Seoul: The MOMENT,디자인,도록,2020,,208,,,,,,,김은경,우상희,강민경,한국패션문화협회,,,01거래처/엑스비서울(강민경)/강민경(오레오스튜디오)-[패션협회]2020the moment20201030
1444,,,Growing Grid,디자인,작품집,2022,182×257,84,,스노우지; 아르떼,,,,김도엽,임지선,김무창,김도엽,서울특별시,2022.02.22.,,010개인작업자/김도엽-gg_inside20181110
1445,30 B 001,신건모,Objet Onyang,디자인,작품집,2019,70×70,128,2000,문켄 크리스털,오프셋 인쇄,노출 사철 제본,,,장인기,서헌강; 허준율; Texture On Texture,포뮬러,온양민속박물관,,,포뮬러/포뮬러-오브제온양 미니북20191205
1446,30 B 002,O,문자반야,디자인; 미술,작품집,2024,160×245,216,,,오프셋 인쇄; 표지에 박; 자켓에 박,,979-11-6823-064-4,안상수; 이동국; 권진,오진경; 권진,박기수,오진경,안그라픽스,2024.04.30.,,오진경/오진경(안그라픽스)-문자반야20240422
1447,30 B 003,O,WGNB: Another Kind of Harmony,디자인,작품집,2025,220×290,368,1000,티엠보스; 문켄 링스; 엔티랏샤; 토모에리버,오프셋 인쇄; 별색 인쇄; 표지에 박; 표지에 스티커 부착,사철 제본; 각양장; 자켓,979-11-982115-6-9,백종환,김그린; 차정욱; 빈센트 안,최용준,김나연,ANNEX,2025.12.01.,,00/2025년 11월작업진행/ANNEX-WGNB20251118
1448,30 B 004,O,Off-Label,디자인,작품집,2025,105×160,288,,,오프셋 인쇄; 표지에 박,,,연진영; 박지인; 길수아,길수아; 박지인,,이민선,CENTER CORP.,2025.07.,문화체육관광부; 예술경영지원센터,00/2025년 07월작업진행/이민선(PS CENTER)-연진영도록20250708
1449,,,SWNA PROCESS OBJECT & ENVIRONMENT 2009–2020,디자인,작품집,2021,210×260,152,50,모조지,오프셋 인쇄,노출 사철 제본,,,,Soo In Jang; KKJ Studio; Nothing Studio,,SWNA,,,01거래처/장준혁/장준혁-SWNA_book_50부20210331
1450,,,프로젝트 B,디자인,작품집,2015,128×182,176,1000,밍크; 모조지,오프셋 인쇄,무선 제본,,,조민경,박정연; 조민경,조민경,,2015.09.17.,,04프랙티스/이화여대2015졸업전20150914
1451,30 C 001,석재원,레터링,디자인,아티스트북,2024,165×227,72,200,루미네센스; 아티젠,오프셋 인쇄; 표지에 코팅,무선 제본,979-11-978788-4-8,한글꼴연구회,김주현; 이주아; 정우성,,김주현; 정우성,AABB,2024.11.14.,,00/2024년 11월작업진행/AABB-책자6종20241104/AABB-4.레터링20241105
1452,30 C 002,김은재,자유로운 문서 포맷,디자인,아티스트북,2024,115×180,104,200,티엠보스; 프런티어 터프,오프셋 인쇄,무선 제본,979-11-978788-3-1,김다빈,,,AABB,AABB,2024.11.14.,,00/2024년 11월작업진행/AABB-책자6종20241104/AABB-3.Free Document20241104
1453,30 C 003,이민규V,프린터로 영화 찍기,디자인; 공연·영화,아티스트북; 독립출판물,2024,165×220,304,400,그문드 컬러매트; 모조지; 엔티랏샤,오프셋 인쇄; 표지에 실크스크린,무선 제본,979-11-986402-1-5,김은재,이한들; 장현선,윤소현; 박도현; 이지현,김은재,Book Scissors Paper,2024.11.15.,,00/2024년 10월작업진행/김은재-프린터로 영화 찍기20241029
1454,30 C 004,홍은주,자습서,디자인,아티스트북; 독립출판물,2015,115×195,88,,,,,979-11-954060-2-9,김경은; 김동환; 김영나; 김형재; 김형진; 배민기; 성재혁; 신동혁; 유지원; 최성민; 최슬기; 홍은주,홍은주; 김형재,,홍은주 김형재,G&Press,2015.05.22.,,홍은주/홍은주-시청각메가스터디20150520
1455,,,The Way I Remember,디자인,아티스트북; 독립출판물,2025,135×225,64,50,루프엠보스 레이드; 문켄 프린트,오프셋 인쇄,중철 제본,,김지은,,김지은,fabric,fabric,2025.,,00/2025년 04월작업진행/패브릭-The way I remember20250408
1456,,,aesthetics on ebay,디자인,아티스트북; 독립출판물,2025,110×180,162,70,반누보; 미색 모조,인디고 출력; 타공,무선 제본,,Kim Geonwoong; Hwang Myeongji,,,,sleep press,,,00/2025년 10월작업진행/sleeppress-aesthetics on ebay(인디고)20251017
1457,,,오브제 타입,디자인; 공예,아티스트북; 독립출판물,2025,150×180,185,200,티엠보스; 모조지; 그문드 컬러매트,오프셋 인쇄; 별색 인쇄; 표지에 형압,무선 제본; 날개,979-11-991944-0-3,누타입; 슬로렌스,,김지은; 정효인,김슬기,누타입,2025.04.11.,,00/2025년 03월작업진행/Nutype-ObjetType 아트북 엽서20250325
1458,30 C 005,O,팬그램 북,디자인,아티스트북; 독립출판물,2025,99×176,240,100,비비칼라,오프셋 인쇄,노출 사철 제본,979-11-991944-2-7,누타입,,,김슬기,누타입,2025.08.30.,,00/2025년 07월작업진행/Nutype-팬그램북20250729
1459,30 C 006,전소영,인덱스카드 인덱스 2,디자인,아티스트북; 독립출판물,2016,138×210,240,,,,,979-11-956509-2-7,김동신; 정지돈,김동신,,김동신,동신사,2016.11.25.,서울문화재단,010개인작업자/김동신-인덱스카드20161116
1460,,,인덱스카드 인덱스 4,디자인,아티스트북; 독립출판물,2017,140×220,72,,,,무선 제본,979-11-956509-4-1,슬기와 민; 김동신,,,김동신,동신사,,,010개인작업자/김동신-인덱스카드20171123
1461,30 C 007,석재원,토성의 고리: 이것은 책에 관한 이야기,디자인,아티스트북; 독립출판물,2025,180×130,92,300,흑기사; 모조지,오프셋 인쇄; 별색 인쇄,중철 오메가 제본,979-11-983514-4-9,두 낫 프레스? 프레스!,두 낫 프레스? 프레스!,연한 씨,스튜디오 유연한,두 낫 프레스? 프레스!,2025.11.14.,,00/2025년 10월작업진행/스튜디오유연한-토성의 고리20251031
1462,,,문 인사이드: 입문자를 위한 별자리 안내서,디자인,아티스트북; 독립출판물,2025,105×150,48,100,레자크; 모조지; 그린라이트,오프셋 인쇄; 별색 인쇄; 표지에 박,중철 실 제본,,김지수,김지수,우주영,우주영,라이스 페이퍼 컴퍼니,2025.11.14.,,00/2025년 11월작업진행/우주영-문인사이드20251104
1463,30 C 008,이주현,피아노 에뛰드 코로나,디자인,아티스트북; 독립출판물,2023,220×300,32,1000,티엠보스; 프런티어 터프,오프셋 인쇄; 별색 인쇄,노출 사철 제본; 삽지,,abyss; 황경은,이주현,,이주현,몽타주 프레스,2023.11.01.,whatreallymatters,00/2025년 11월작업진행/몽타주프레스(이주현)-피아노 에뛰드 코로나_2쇄20251117
1464,30 C 009,이주현,뉘이앙스적 우웅변,디자인,아티스트북; 독립출판물,2025,97×285,64,100,디프매트; 미색 모조,오프셋 인쇄,중철 제본; 띠지,,김예령,,,이주현,몽타주 프레스,2025.10.20.,수원시; 수원문화재단,00/2025년 10월작업진행/몽타주프레스(이주현)-뉘이앙스적 우웅변20251021
1465,30 C 010,정해리,불현듯 편지 한 장이 도착했다,디자인,아티스트북; 독립출판물,2024,125×205,296,300,문켄 폴라; 모조지; 매직칼라; 루미네센스,오프셋 인쇄,무선 제본; 자켓,979-11-975767-7-5,정해리,정해리,,슈퍼샐러드스터프,슈퍼샐러드스터프,2024.11.04.,,00/2024년 10월작업진행/SUPERSALADSTUFF(정해리)-불현듯20241021
